"","id","group","block","trial","classification","difficulty","response","rt","stimulus"
"2491","10","inexperienced",1,91,"blast","easy","blast",0.923,"blastEasy/OTH_20188283.jpg"
"2492","10","inexperienced",1,92,"non-blast","hard","non-blast",1.579,"nonBlastHard/VLY_4283274.jpg"
"2493","10","inexperienced",1,93,"non-blast","hard","non-blast",0.788,"nonBlastHard/16258001115A_076.jpg"
"2494","10","inexperienced",1,94,"blast","hard","blast",0.705,"blastHard/OTH_24746609.jpg"
"2495","10","inexperienced",1,95,"blast","easy","blast",0.534,"blastEasy/OTH_12288131.jpg"
"2496","10","inexperienced",1,96,"blast","hard","non-blast",0.675,"blastHard/BL_26626171.jpg"
"2497","10","inexperienced",1,97,"blast","hard","blast",0.599,"blastHard/BL_12930070.jpg"
"2498","10","inexperienced",1,98,"non-blast","easy","non-blast",0.552,"nonBlastEasy/ER0944_004.jpg"
"2499","10","inexperienced",1,99,"non-blast","easy","non-blast",0.548,"nonBlastEasy/16258001115A_013.jpg"
"2500","10","inexperienced",1,100,"blast","hard","non-blast",2.509,"blastHard/BL_866432.jpg"
"2501","10","inexperienced",4,1,"blast","hard","non-blast",0.871,"blastHard/BL_12930109.jpg"
"2502","10","inexperienced",4,2,"blast","easy","blast",0.54,"blastEasy/BL_4062158.jpg"
"2503","10","inexperienced",4,3,"blast","hard","blast",0.654,"blastHard/BL_23546038.jpg"
"2504","10","inexperienced",4,4,"non-blast","hard","non-blast",0.66,"nonBlastHard/LY_14363603.jpg"
"2505","10","inexperienced",4,5,"non-blast","hard","non-blast",0.769,"nonBlastHard/MY_9450552.jpg"
"2506","10","inexperienced",4,6,"blast","easy","blast",0.841,"blastEasy/OTH_12288137.jpg"
"2507","10","inexperienced",4,7,"blast","hard","non-blast",2.372,"blastHard/BL_26626240.jpg"
"2508","10","inexperienced",4,8,"blast","hard","blast",0.686,"blastHard/BL_1121494.jpg"
"2509","10","inexperienced",4,9,"non-blast","hard","non-blast",0.686,"nonBlastHard/22638544_027.jpg"
"2510","10","inexperienced",4,10,"non-blast","easy","non-blast",0.702,"nonBlastEasy/LY_10021352.jpg"
"2511","10","inexperienced",4,11,"blast","easy","blast",0.752,"blastEasy/BL_21930949.jpg"
"2512","10","inexperienced",4,12,"non-blast","easy","non-blast",0.573,"nonBlastEasy/ER0944_075.jpg"
"2513","10","inexperienced",4,13,"non-blast","hard","non-blast",0.605,"nonBlastHard/OTH_21927765.jpg"
"2514","10","inexperienced",4,14,"non-blast","easy","non-blast",0.572,"nonBlastEasy/SNE_23013314.jpg"
"2515","10","inexperienced",4,15,"blast","easy","blast",0.716,"blastEasy/BL_4323220.jpg"
"2516","10","inexperienced",4,16,"blast","hard","blast",0.683,"blastHard/BL_1199925.jpg"
"2517","10","inexperienced",4,17,"non-blast","easy","non-blast",0.499,"nonBlastEasy/ER0944_021.jpg"
"2518","10","inexperienced",4,18,"blast","easy","blast",0.66,"blastEasy/BL_1199993.jpg"
"2519","10","inexperienced",4,19,"blast","hard","blast",0.73,"blastHard/BL_26626220.jpg"
"2520","10","inexperienced",4,20,"non-blast","hard","non-blast",1.131,"nonBlastHard/HC_9634.jpg"
"2521","10","inexperienced",4,21,"blast","hard","blast",1.04,"blastHard/OTH_9719152.jpg"
"2522","10","inexperienced",4,22,"blast","hard","blast",0.66,"blastHard/BL_12930089.jpg"
"2523","10","inexperienced",4,23,"blast","easy","blast",0.525,"blastEasy/BL_1121443.jpg"
"2524","10","inexperienced",4,24,"blast","hard","blast",0.743,"blastHard/OTH_21675214.jpg"
"2525","10","inexperienced",4,25,"blast","easy","blast",0.538,"blastEasy/OTH_21668177.jpg"
"2526","10","inexperienced",4,26,"non-blast","easy","non-blast",0.63,"nonBlastEasy/ER0944_076.jpg"
"2527","10","inexperienced",4,27,"blast","hard","non-blast",1.232,"blastHard/BL_10166337.jpg"
"2528","10","inexperienced",4,28,"blast","hard","non-blast",2.865,"blastHard/OTH_21856094.jpg"
"2529","10","inexperienced",4,29,"blast","easy","blast",0.638,"blastEasy/BL_10020433.jpg"
"2530","10","inexperienced",4,30,"non-blast","easy","non-blast",0.571,"nonBlastEasy/ER0944_026.jpg"
"2531","10","inexperienced",4,31,"non-blast","hard","non-blast",0.697,"nonBlastHard/MY_9449514.jpg"
"2532","10","inexperienced",4,32,"non-blast","easy","non-blast",0.752,"nonBlastEasy/IEO_25504204.jpg"
"2533","10","inexperienced",4,33,"blast","easy","blast",0.673,"blastEasy/BL_4062132.jpg"
"2534","10","inexperienced",4,34,"non-blast","easy","non-blast",0.455,"nonBlastEasy/ER0944_035.jpg"
"2535","10","inexperienced",4,35,"non-blast","hard","non-blast",0.606,"nonBlastHard/VLY_4390697.jpg"
"2536","10","inexperienced",4,36,"non-blast","easy","non-blast",0.707,"nonBlastEasy/16258001115A_015.jpg"
"2537","10","inexperienced",4,37,"non-blast","easy","non-blast",0.499,"nonBlastEasy/LY_899979.jpg"
"2538","10","inexperienced",4,38,"blast","hard","blast",0.991,"blastHard/BL_2038845.jpg"
"2539","10","inexperienced",4,39,"blast","easy","blast",0.538,"blastEasy/BL_4062147.jpg"
"2540","10","inexperienced",4,40,"non-blast","easy","non-blast",0.45,"nonBlastEasy/LY_8271868.jpg"
"2541","10","inexperienced",4,41,"non-blast","easy","non-blast",0.471,"nonBlastEasy/16258001115A_012.jpg"
"2542","10","inexperienced",4,42,"non-blast","hard","blast",2.397,"nonBlastHard/LY_22328223.jpg"
"2543","10","inexperienced",4,43,"non-blast","easy","non-blast",0.532,"nonBlastEasy/14228000751A_032.jpg"
"2544","10","inexperienced",4,44,"non-blast","hard","blast",0.888,"nonBlastHard/BL_11504083.jpg"
"2545","10","inexperienced",4,45,"blast","hard","blast",0.731,"blastHard/PMY_10101268.jpg"
"2546","10","inexperienced",4,46,"non-blast","easy","non-blast",0.832,"nonBlastEasy/ER0944_045.jpg"
"2547","10","inexperienced",4,47,"non-blast","hard","non-blast",0.691,"nonBlastHard/ER0944_008.jpg"
"2548","10","inexperienced",4,48,"blast","hard","blast",1.258,"blastHard/OTH_16204423.jpg"
"2549","10","inexperienced",4,49,"non-blast","hard","non-blast",0.793,"nonBlastHard/LY_4461956.jpg"
"2550","10","inexperienced",4,50,"non-blast","easy","non-blast",0.534,"nonBlastEasy/SNE_25598556.jpg"
"2551","10","inexperienced",4,51,"non-blast","hard","non-blast",0.64,"nonBlastHard/VLY_9460918.jpg"
"2552","10","inexperienced",4,52,"blast","hard","blast",0.707,"blastHard/PLY_6097217.jpg"
"2553","10","inexperienced",4,53,"non-blast","hard","non-blast",0.542,"nonBlastHard/VLY_17642950.jpg"
"2554","10","inexperienced",4,54,"blast","hard","blast",1.113,"blastHard/VLY_9310359.jpg"
"2555","10","inexperienced",4,55,"blast","easy","blast",0.626,"blastEasy/OTH_216294.jpg"
"2556","10","inexperienced",4,56,"blast","easy","blast",0.706,"blastEasy/OTH_23078425.jpg"
"2557","10","inexperienced",4,57,"blast","easy","blast",0.661,"blastEasy/OTH_23078392.jpg"
"2558","10","inexperienced",4,58,"non-blast","easy","non-blast",0.728,"nonBlastEasy/ER0944_041.jpg"
"2559","10","inexperienced",4,59,"blast","easy","blast",0.635,"blastEasy/BL_21964482.jpg"
"2560","10","inexperienced",4,60,"non-blast","easy","non-blast",0.609,"nonBlastEasy/PC_18672.jpg"
"2561","10","inexperienced",4,61,"blast","hard","blast",0.757,"blastHard/OTH_24746609.jpg"
"2562","10","inexperienced",4,62,"non-blast","hard","non-blast",0.538,"nonBlastHard/VLY_2010536.jpg"
"2563","10","inexperienced",4,63,"blast","easy","blast",1.064,"blastEasy/OTH_9820870.jpg"
"2564","10","inexperienced",4,64,"blast","easy","blast",0.589,"blastEasy/BL_10020421.jpg"
"2565","10","inexperienced",4,65,"non-blast","hard","non-blast",0.726,"nonBlastHard/PMY_9295594.jpg"
"2566","10","inexperienced",4,66,"non-blast","easy","non-blast",0.635,"nonBlastEasy/SNE_10020550.jpg"
"2567","10","inexperienced",4,67,"blast","easy","blast",0.537,"blastEasy/BL_23549452.jpg"
"2568","10","inexperienced",4,68,"non-blast","easy","non-blast",0.556,"nonBlastEasy/LY_8271951.jpg"
"2569","10","inexperienced",4,69,"non-blast","hard","blast",0.544,"nonBlastHard/OTH_21675242.jpg"
"2570","10","inexperienced",4,70,"blast","hard","blast",0.589,"blastHard/BL_1200017.jpg"
"2571","10","inexperienced",4,71,"non-blast","hard","non-blast",0.567,"nonBlastHard/VLY_1120658.jpg"
"2572","10","inexperienced",4,72,"non-blast","easy","non-blast",0.62,"nonBlastEasy/MY_9113623.jpg"
"2573","10","inexperienced",4,73,"non-blast","easy","non-blast",0.826,"nonBlastEasy/ER0944_040.jpg"
"2574","10","inexperienced",4,74,"blast","hard","blast",0.538,"blastHard/BL_4062135.jpg"
"2575","10","inexperienced",4,75,"non-blast","hard","non-blast",0.557,"nonBlastHard/MMY_10101248.jpg"
"2576","10","inexperienced",4,76,"blast","easy","blast",0.726,"blastEasy/BL_21964460.jpg"
"2577","10","inexperienced",4,77,"blast","hard","blast",0.528,"blastHard/BL_7477468.jpg"
"2578","10","inexperienced",4,78,"non-blast","hard","blast",0.609,"nonBlastHard/VLY_22576540.jpg"
"2579","10","inexperienced",4,79,"non-blast","hard","non-blast",0.482,"nonBlastHard/BL_21818137.jpg"
"2580","10","inexperienced",4,80,"non-blast","hard","non-blast",0.533,"nonBlastHard/PC_4237901.jpg"
"2581","10","inexperienced",4,81,"blast","easy","blast",0.587,"blastEasy/OTH_24746572.jpg"
"2582","10","inexperienced",4,82,"non-blast","easy","non-blast",0.535,"nonBlastEasy/SNE_10020536.jpg"
"2583","10","inexperienced",4,83,"non-blast","easy","non-blast",0.558,"nonBlastEasy/ER0944_047.jpg"
"2584","10","inexperienced",4,84,"blast","easy","blast",0.594,"blastEasy/OTH_12288092.jpg"
"2585","10","inexperienced",4,85,"blast","hard","blast",0.491,"blastHard/OTH_23078373.jpg"
"2586","10","inexperienced",4,86,"blast","hard","blast",0.595,"blastHard/BL_3931143.jpg"
"2587","10","inexperienced",4,87,"blast","hard","blast",0.58,"blastHard/PLY_6097305.jpg"
"2588","10","inexperienced",4,88,"non-blast","hard","non-blast",0.861,"nonBlastHard/PC_27623400.jpg"
"2589","10","inexperienced",4,89,"blast","easy","blast",0.573,"blastEasy/OTH_25263198.jpg"
"2590","10","inexperienced",4,90,"non-blast","easy","non-blast",0.877,"nonBlastEasy/LY_1314707.jpg"
"2591","10","inexperienced",4,91,"blast","hard","non-blast",0.672,"blastHard/BL_2038822.jpg"
"2592","10","inexperienced",4,92,"blast","easy","blast",0.487,"blastEasy/BL_10020393.jpg"
"2593","10","inexperienced",4,93,"blast","easy","blast",0.745,"blastEasy/BL_24787500.jpg"
"2594","10","inexperienced",4,94,"non-blast","easy","non-blast",0.468,"nonBlastEasy/ER0944_042.jpg"
"2595","10","inexperienced",4,95,"non-blast","hard","non-blast",0.536,"nonBlastHard/MY_9458406.jpg"
"2596","10","inexperienced",4,96,"non-blast","hard","non-blast",0.629,"nonBlastHard/VLY_17642993.jpg"
"2597","10","inexperienced",4,97,"blast","easy","blast",0.573,"blastEasy/BL_7477450.jpg"
"2598","10","inexperienced",4,98,"non-blast","hard","non-blast",0.63,"nonBlastHard/VLY_17642964.jpg"
"2599","10","inexperienced",4,99,"blast","hard","non-blast",1.001,"blastHard/OTH_9820846.jpg"
"2600","10","inexperienced",4,100,"blast","easy","blast",0.587,"blastEasy/OTH_9719205.jpg"
"2601","11","inexperienced",3,1,"blast","easy","blast",2.206,"blastEasy/BL_1121443.jpg"
"2602","11","inexperienced",3,2,"non-blast","easy","non-blast",0.618,"nonBlastEasy/LY_8271951.jpg"
"2603","11","inexperienced",3,3,"non-blast","easy","non-blast",0.761,"nonBlastEasy/ER0944_011.jpg"
"2604","11","inexperienced",3,4,"blast","hard","non-blast",0.789,"blastHard/BL_899899.jpg"
"2605","11","inexperienced",3,5,"non-blast","easy","non-blast",2.006,"nonBlastEasy/LY_10021352.jpg"
"2606","11","inexperienced",3,6,"blast","hard","blast",1.141,"blastHard/BL_4323236.jpg"
"2607","11","inexperienced",3,7,"blast","hard","blast",0.981,"blastHard/BL_4323243.jpg"
"2608","11","inexperienced",3,8,"blast","easy","blast",0.602,"blastEasy/BL_21930875.jpg"
"2609","11","inexperienced",3,9,"blast","hard","blast",3.283,"blastHard/BL_21964527.jpg"
"2610","11","inexperienced",3,10,"non-blast","easy","non-blast",0.623,"nonBlastEasy/EO_10020968.jpg"
"2611","11","inexperienced",3,11,"blast","hard","non-blast",0.622,"blastHard/BL_4062135.jpg"
"2612","11","inexperienced",3,12,"non-blast","easy","non-blast",0.607,"nonBlastEasy/SNE_10020550.jpg"
"2613","11","inexperienced",3,13,"blast","easy","blast",0.629,"blastEasy/VLY_10022863.jpg"
"2614","11","inexperienced",3,14,"non-blast","hard","non-blast",1.821,"nonBlastHard/HC_9634.jpg"
"2615","11","inexperienced",3,15,"non-blast","hard","non-blast",2.269,"nonBlastHard/MY_9450552.jpg"
"2616","11","inexperienced",3,16,"blast","easy","blast",0.75,"blastEasy/BL_1121496.jpg"
"2617","11","inexperienced",3,17,"blast","hard","blast",0.574,"blastHard/BL_1121444.jpg"
"2618","11","inexperienced",3,18,"blast","hard","blast",0.525,"blastHard/OTH_23078394.jpg"
"2619","11","inexperienced",3,19,"blast","hard","blast",0.508,"blastHard/BL_21964515.jpg"
"2620","11","inexperienced",3,20,"non-blast","easy","non-blast",0.85,"nonBlastEasy/16258001115A_069.jpg"
"2621","11","inexperienced",3,21,"blast","easy","blast",0.782,"blastEasy/BL_10020457.jpg"
"2622","11","inexperienced",3,22,"non-blast","hard","non-blast",1.372,"nonBlastHard/VLY_2010536.jpg"
"2623","11","inexperienced",3,23,"non-blast","easy","non-blast",0.647,"nonBlastEasy/ER0944_075.jpg"
"2624","11","inexperienced",3,24,"non-blast","hard","non-blast",1.154,"nonBlastHard/MMY_9450228.jpg"
"2625","11","inexperienced",3,25,"non-blast","easy","non-blast",0.186,"nonBlastEasy/ER0944_021.jpg"
"2626","11","inexperienced",3,26,"non-blast","easy","non-blast",0.988,"nonBlastEasy/LY_899979.jpg"
"2627","11","inexperienced",3,27,"non-blast","hard","non-blast",1.113,"nonBlastHard/LY_22328223.jpg"
"2628","11","inexperienced",3,28,"non-blast","hard","non-blast",1.727,"nonBlastHard/MY_9455177.jpg"
"2629","11","inexperienced",3,29,"blast","easy","blast",0.666,"blastEasy/BL_2038856.jpg"
"2630","11","inexperienced",3,30,"blast","hard","blast",0.598,"blastHard/VLY_18460.jpg"
"2631","11","inexperienced",3,31,"non-blast","easy","non-blast",0.702,"nonBlastEasy/OTH_21927760.jpg"
"2632","11","inexperienced",3,32,"blast","easy","blast",0.839,"blastEasy/BL_7477462.jpg"
"2633","11","inexperienced",3,33,"blast","easy","blast",0.731,"blastEasy/BL_24787500.jpg"
"2634","11","inexperienced",3,34,"non-blast","hard","non-blast",1.024,"nonBlastHard/HC_9768.jpg"
"2635","11","inexperienced",3,35,"non-blast","easy","non-blast",0.694,"nonBlastEasy/EO_10020866.jpg"
"2636","11","inexperienced",3,36,"non-blast","hard","non-blast",1.373,"nonBlastHard/PC_4237886.jpg"
"2637","11","inexperienced",3,37,"blast","easy","blast",0.767,"blastEasy/BL_4323220.jpg"
"2638","11","inexperienced",3,38,"non-blast","hard","non-blast",1.1,"nonBlastHard/VLY_9460918.jpg"
"2639","11","inexperienced",3,39,"blast","easy","blast",0.615,"blastEasy/OTH_24746620.jpg"
"2640","11","inexperienced",3,40,"blast","easy","blast",0.781,"blastEasy/OTH_20188283.jpg"
"2641","11","inexperienced",3,41,"non-blast","hard","blast",0.938,"nonBlastHard/VLY_17643038.jpg"
"2642","11","inexperienced",3,42,"blast","easy","blast",0.623,"blastEasy/BL_24839843.jpg"
"2643","11","inexperienced",3,43,"non-blast","hard","non-blast",0.949,"nonBlastHard/MY_9449514.jpg"
"2644","11","inexperienced",3,44,"blast","easy","blast",0.538,"blastEasy/OTH_12288131.jpg"
"2645","11","inexperienced",3,45,"non-blast","hard","non-blast",0.939,"nonBlastHard/MO_10021198.jpg"
"2646","11","inexperienced",3,46,"blast","hard","blast",3.949,"blastHard/OTH_23078373.jpg"
"2647","11","inexperienced",3,47,"non-blast","hard","non-blast",2.479,"nonBlastHard/VLY_4390697.jpg"
"2648","11","inexperienced",3,48,"blast","hard","non-blast",2.522,"blastHard/16258001115A_003.jpg"
"2649","11","inexperienced",3,49,"non-blast","easy","non-blast",0.604,"nonBlastEasy/LY_2010569.jpg"
"2650","11","inexperienced",3,50,"non-blast","hard","non-blast",2.192,"nonBlastHard/MY_9458465.jpg"
"2651","11","inexperienced",3,51,"blast","easy","blast",0.802,"blastEasy/OTH_23078392.jpg"
"2652","11","inexperienced",3,52,"blast","easy","blast",0.613,"blastEasy/BL_4062158.jpg"
"2653","11","inexperienced",3,53,"blast","hard","blast",1.21,"blastHard/BL_12930109.jpg"
"2654","11","inexperienced",3,54,"non-blast","easy","non-blast",0.601,"nonBlastEasy/SNE_10020536.jpg"
"2655","11","inexperienced",3,55,"non-blast","hard","blast",0.948,"nonBlastHard/BL_11504083.jpg"
"2656","11","inexperienced",3,56,"blast","easy","blast",0.879,"blastEasy/OTH_216294.jpg"
"2657","11","inexperienced",3,57,"blast","hard","blast",0.564,"blastHard/OTH_9719152.jpg"
"2658","11","inexperienced",3,58,"blast","easy","blast",0.596,"blastEasy/BL_4062132.jpg"
"2659","11","inexperienced",3,59,"blast","hard","blast",0.567,"blastHard/OTH_21675275.jpg"
"2660","11","inexperienced",3,60,"non-blast","easy","non-blast",0.716,"nonBlastEasy/SNE_23013297.jpg"
"2661","11","inexperienced",3,61,"non-blast","hard","non-blast",1.09,"nonBlastHard/VLY_17643008.jpg"
"2662","11","inexperienced",3,62,"non-blast","easy","non-blast",0.635,"nonBlastEasy/LY_8271868.jpg"
"2663","11","inexperienced",3,63,"blast","easy","blast",0.815,"blastEasy/OTH_12288083.jpg"
"2664","11","inexperienced",3,64,"non-blast","easy","non-blast",0.637,"nonBlastEasy/ER0944_038.jpg"
"2665","11","inexperienced",3,65,"blast","hard","blast",1.703,"blastHard/BL_1121539.jpg"
"2666","11","inexperienced",3,66,"non-blast","easy","blast",1.066,"nonBlastEasy/ER0944_020.jpg"
"2667","11","inexperienced",3,67,"blast","hard","blast",0.612,"blastHard/OTH_25092098.jpg"
"2668","11","inexperienced",3,68,"blast","hard","non-blast",1.218,"blastHard/PMY_10101268.jpg"
"2669","11","inexperienced",3,69,"blast","hard","non-blast",1.396,"blastHard/BL_2256090.jpg"
"2670","11","inexperienced",3,70,"non-blast","hard","blast",0.589,"nonBlastHard/LY_4536057.jpg"
"2671","11","inexperienced",3,71,"non-blast","easy","non-blast",1.789,"nonBlastEasy/ER0944_044.jpg"
"2672","11","inexperienced",3,72,"blast","hard","blast",2.62,"blastHard/BL_4062097.jpg"
"2673","11","inexperienced",3,73,"non-blast","easy","non-blast",3.096,"nonBlastEasy/VLY_23416175.jpg"
"2674","11","inexperienced",3,74,"non-blast","hard","non-blast",1.269,"nonBlastHard/VLY_4817070.jpg"
"2675","11","inexperienced",3,75,"non-blast","hard","blast",0.791,"nonBlastHard/BL_21818131.jpg"
"2676","11","inexperienced",3,76,"blast","hard","blast",0.919,"blastHard/BL_3931143.jpg"
"2677","11","inexperienced",3,77,"non-blast","easy","non-blast",0.742,"nonBlastEasy/SNE_25598565.jpg"
"2678","11","inexperienced",3,78,"blast","easy","blast",1.042,"blastEasy/BL_2256018.jpg"
"2679","11","inexperienced",3,79,"non-blast","easy","non-blast",0.65,"nonBlastEasy/SNE_25598463.jpg"
"2680","11","inexperienced",3,80,"non-blast","easy","non-blast",0.632,"nonBlastEasy/16258001115A_067.jpg"
"2681","11","inexperienced",3,81,"blast","hard","non-blast",4.215,"blastHard/OTH_24746583.jpg"
"2682","11","inexperienced",3,82,"blast","hard","blast",0.669,"blastHard/VLY_1120674.jpg"
"2683","11","inexperienced",3,83,"blast","easy","blast",0.62,"blastEasy/BL_1121478.jpg"
"2684","11","inexperienced",3,84,"non-blast","easy","non-blast",1.31,"nonBlastEasy/SNE_23013208.jpg"
"2685","11","inexperienced",3,85,"blast","easy","blast",0.633,"blastEasy/BL_23549452.jpg"
"2686","11","inexperienced",3,86,"blast","easy","blast",0.898,"blastEasy/OTH_21668177.jpg"
"2687","11","inexperienced",3,87,"non-blast","hard","non-blast",1.346,"nonBlastHard/MMY_10101282.jpg"
"2688","11","inexperienced",3,88,"blast","easy","blast",0.99,"blastEasy/BLL2.jpg"
"2689","11","inexperienced",3,89,"non-blast","hard","blast",0.69,"nonBlastHard/LY_4537514.jpg"
"2690","11","inexperienced",3,90,"non-blast","hard","blast",1.057,"nonBlastHard/BL_21818137.jpg"
"2691","11","inexperienced",3,91,"non-blast","easy","non-blast",0.772,"nonBlastEasy/ER0944_045.jpg"
"2692","11","inexperienced",3,92,"blast","hard","blast",0.606,"blastHard/BL_21818179.jpg"
"2693","11","inexperienced",3,93,"blast","hard","blast",1.142,"blastHard/BL_294395.jpg"
"2694","11","inexperienced",3,94,"blast","hard","blast",0.997,"blastHard/VLY_18470.jpg"
"2695","11","inexperienced",3,95,"blast","easy","blast",0.758,"blastEasy/BL_1199993.jpg"
"2696","11","inexperienced",3,96,"non-blast","hard","blast",2.215,"nonBlastHard/16258001115A_046.jpg"
"2697","11","inexperienced",3,97,"non-blast","hard","non-blast",1.017,"nonBlastHard/LY_4462474.jpg"
"2698","11","inexperienced",3,98,"non-blast","hard","non-blast",0.787,"nonBlastHard/OTH_25092124.jpg"
"2699","11","inexperienced",3,99,"non-blast","easy","non-blast",2.743,"nonBlastEasy/VLY_4420447.jpg"
"2700","11","inexperienced",3,100,"blast","easy","blast",2.495,"blastEasy/BL_21930894.jpg"
"2701","11","inexperienced",6,1,"blast","hard","blast",0.771,"blastHard/OTH_9820893.jpg"
"2702","11","inexperienced",6,2,"blast","easy","blast",0.514,"blastEasy/BL_21930887.jpg"
"2703","11","inexperienced",6,3,"non-blast","easy","non-blast",0.54,"nonBlastEasy/ER0944_075.jpg"
"2704","11","inexperienced",6,4,"blast","hard","non-blast",0.99,"blastHard/16258001115A_003.jpg"
"2705","11","inexperienced",6,5,"blast","easy","blast",0.839,"blastEasy/BL_4062104.jpg"
"2706","11","inexperienced",6,6,"blast","hard","blast",0.724,"blastHard/BL_2256090.jpg"
"2707","11","inexperienced",6,7,"blast","hard","blast",0.65,"blastHard/BL_3931143.jpg"
"2708","11","inexperienced",6,8,"blast","hard","blast",1.445,"blastHard/OTH_16204423.jpg"
"2709","11","inexperienced",6,9,"non-blast","easy","non-blast",0.637,"nonBlastEasy/SNE_25395286.jpg"
"2710","11","inexperienced",6,10,"non-blast","hard","non-blast",1.46,"nonBlastHard/LY_14363603.jpg"
"2711","11","inexperienced",6,11,"blast","hard","blast",0.602,"blastHard/BL_899899.jpg"
"2712","11","inexperienced",6,12,"blast","hard","blast",0.568,"blastHard/BL_12930089.jpg"
"2713","11","inexperienced",6,13,"non-blast","hard","blast",0.557,"nonBlastHard/16258001115A_046.jpg"
"2714","11","inexperienced",6,14,"non-blast","easy","blast",0.603,"nonBlastEasy/ER0944_025.jpg"
"2715","11","inexperienced",6,15,"non-blast","easy","blast",0.681,"nonBlastEasy/16258001115A_078.jpg"
"2716","11","inexperienced",6,16,"non-blast","easy","non-blast",0.755,"nonBlastEasy/16258001115A_069.jpg"
"2717","11","inexperienced",6,17,"non-blast","easy","non-blast",0.663,"nonBlastEasy/16258001115A_013.jpg"
"2718","11","inexperienced",6,18,"blast","easy","blast",0.91,"blastEasy/BL_12930095.jpg"
"2719","11","inexperienced",6,19,"blast","easy","blast",0.69,"blastEasy/OTH_20188283.jpg"
"2720","11","inexperienced",6,20,"non-blast","hard","non-blast",0.692,"nonBlastHard/OTH_21927751.jpg"
"2721","11","inexperienced",6,21,"non-blast","easy","non-blast",0.999,"nonBlastEasy/ER0944_003.jpg"
"2722","11","inexperienced",6,22,"blast","hard","blast",1.165,"blastHard/OTH_21856141.jpg"
"2723","11","inexperienced",6,23,"blast","hard","blast",0.481,"blastHard/BL_24839872.jpg"
"2724","11","inexperienced",6,24,"non-blast","easy","non-blast",1.263,"nonBlastEasy/LY_4598953.jpg"
"2725","11","inexperienced",6,25,"blast","easy","blast",1.137,"blastEasy/BL_3931099.jpg"
"2726","11","inexperienced",6,26,"non-blast","easy","non-blast",0.621,"nonBlastEasy/16258001115A_017.jpg"
"2727","11","inexperienced",6,27,"non-blast","hard","blast",1.144,"nonBlastHard/16253007354A_027.jpg"
"2728","11","inexperienced",6,28,"blast","hard","blast",0.573,"blastHard/OTH_12288133.jpg"
"2729","11","inexperienced",6,29,"non-blast","hard","blast",0.517,"nonBlastHard/MO_14163691.jpg"
"2730","11","inexperienced",6,30,"blast","hard","blast",0.645,"blastHard/BL_2038845.jpg"
"2731","11","inexperienced",6,31,"blast","hard","blast",0.532,"blastHard/OTH_24746677.jpg"
"2732","11","inexperienced",6,32,"non-blast","hard","blast",1.205,"nonBlastHard/16258001115A_076.jpg"
"2733","11","inexperienced",6,33,"blast","hard","blast",0.553,"blastHard/OTH_24746609.jpg"
"2734","11","inexperienced",6,34,"blast","easy","blast",0.743,"blastEasy/BL_10020442.jpg"
"2735","11","inexperienced",6,35,"non-blast","easy","non-blast",3.104,"nonBlastEasy/ER0944_011.jpg"
"2736","11","inexperienced",6,36,"blast","easy","blast",0.733,"blastEasy/OTH_12288137.jpg"
"2737","11","inexperienced",6,37,"blast","hard","blast",0.644,"blastHard/BL_11637413.jpg"
"2738","11","inexperienced",6,38,"non-blast","easy","non-blast",0.66,"nonBlastEasy/LY_8271951.jpg"
"2739","11","inexperienced",6,39,"non-blast","hard","non-blast",0.64,"nonBlastHard/MY_22823793.jpg"
"2740","11","inexperienced",6,40,"blast","easy","blast",1.081,"blastEasy/BL_2256088.jpg"
"2741","11","inexperienced",6,41,"blast","hard","blast",0.61,"blastHard/OTH_9719152.jpg"
"2742","11","inexperienced",6,42,"non-blast","hard","non-blast",1.168,"nonBlastHard/MMY_10101282.jpg"
"2743","11","inexperienced",6,43,"non-blast","hard","non-blast",3.244,"nonBlastHard/VLY_1120658.jpg"
"2744","11","inexperienced",6,44,"non-blast","easy","non-blast",0.771,"nonBlastEasy/HC_9673.jpg"
"2745","11","inexperienced",6,45,"blast","easy","blast",0.637,"blastEasy/OTH_12288092.jpg"
"2746","11","inexperienced",6,46,"blast","easy","blast",0.486,"blastEasy/OTH_12288098.jpg"
"2747","11","inexperienced",6,47,"blast","hard","blast",0.524,"blastHard/OTH_23078373.jpg"
"2748","11","inexperienced",6,48,"blast","hard","blast",0.554,"blastHard/OTH_23078394.jpg"
"2749","11","inexperienced",6,49,"non-blast","hard","blast",1.078,"nonBlastHard/VLY_17642950.jpg"
"2750","11","inexperienced",6,50,"non-blast","easy","non-blast",0.72,"nonBlastEasy/ER0944_044.jpg"
"2751","11","inexperienced",6,51,"non-blast","hard","non-blast",1.554,"nonBlastHard/22638544_027.jpg"
"2752","11","inexperienced",6,52,"blast","hard","blast",1.54,"blastHard/OTH_9820846.jpg"
"2753","11","inexperienced",6,53,"non-blast","hard","blast",0.586,"nonBlastHard/LY_24840929.jpg"
"2754","11","inexperienced",6,54,"non-blast","easy","non-blast",0.715,"nonBlastEasy/MO_14163624.jpg"
"2755","11","inexperienced",6,55,"blast","easy","blast",0.698,"blastEasy/OTH_12288131.jpg"
"2756","11","inexperienced",6,56,"non-blast","hard","blast",3.26,"nonBlastHard/16253007354A_009.jpg"
"2757","11","inexperienced",6,57,"blast","easy","blast",0.537,"blastEasy/BL_12930096.jpg"
