"","id","block","condition","stim","stim_cat","frequency","response","rt","censor"
"1387","1","15","speed","2393","word","low","word",0.639,FALSE
"1388","1","15","speed","3288","word","very_low","word",0.578,FALSE
"1389","1","15","speed","5125","nonword","nw_low","nonword",0.544,FALSE
"1390","1","15","speed","2766","word","low","word",0.544,FALSE
"1391","1","15","speed","6068","nonword","nw_very_low","nonword",0.475,FALSE
"1392","1","15","speed","3027","word","very_low","word",0.544,FALSE
"1393","1","15","speed","1660","word","high","word",0.421,FALSE
"1394","1","15","speed","1538","word","high","word",0.451,FALSE
"1395","1","15","speed","2077","word","low","word",0.431,FALSE
"1396","1","15","speed","3578","word","very_low","word",0.783,FALSE
"1397","1","15","speed","4272","nonword","nw_high","nonword",0.478,FALSE
"1398","1","15","speed","5204","nonword","nw_low","nonword",0.48,FALSE
"1399","1","15","speed","4227","nonword","nw_high","nonword",0.686,FALSE
"1400","1","15","speed","4503","nonword","nw_high","nonword",0.489,FALSE
"1401","1","15","speed","5144","nonword","nw_low","nonword",0.441,FALSE
"1402","1","15","speed","6506","nonword","nw_very_low","nonword",0.686,FALSE
"1403","1","15","speed","4521","nonword","nw_high","nonword",0.49,FALSE
"1404","1","15","speed","3202","word","very_low","word",0.446,FALSE
"1405","1","15","speed","6082","nonword","nw_very_low","nonword",0.621,FALSE
"1406","1","15","speed","2169","word","low","word",0.495,FALSE
"1407","1","15","speed","6713","nonword","nw_very_low","nonword",0.583,FALSE
"1408","1","15","speed","1053","word","high","word",0.495,FALSE
"1409","1","15","speed","5610","nonword","nw_low","nonword",0.485,FALSE
"1410","1","15","speed","2198","word","low","word",0.455,FALSE
"1411","1","15","speed","5819","nonword","nw_low","nonword",0.426,FALSE
"1412","1","15","speed","6226","nonword","nw_very_low","nonword",0.412,FALSE
"1413","1","15","speed","6311","nonword","nw_very_low","nonword",0.363,FALSE
"1414","1","15","speed","4170","nonword","nw_high","nonword",0.423,FALSE
"1415","1","15","speed","6717","nonword","nw_very_low","nonword",0.411,FALSE
"1416","1","15","speed","6341","nonword","nw_very_low","nonword",0.421,FALSE
"1417","1","15","speed","3212","word","very_low","word",0.554,FALSE
"1418","1","15","speed","5539","nonword","nw_low","nonword",0.544,FALSE
"1419","1","15","speed","3571","word","very_low","nonword",0.382,FALSE
"1420","1","15","speed","5090","nonword","nw_low","nonword",0.46,FALSE
"1421","1","15","speed","2515","word","low","word",0.436,FALSE
"1422","1","15","speed","3176","word","very_low","word",0.568,FALSE
"1423","1","15","speed","4187","nonword","nw_high","nonword",0.475,FALSE
"1424","1","15","speed","3367","word","very_low","word",0.553,FALSE
"1425","1","15","speed","5787","nonword","nw_low","nonword",0.563,FALSE
"1426","1","15","speed","1626","word","high","nonword",0.392,FALSE
"1427","1","15","speed","3140","word","very_low","word",1.121,FALSE
"1428","1","15","speed","4683","nonword","nw_high","nonword",0.458,FALSE
"1429","1","15","speed","5326","nonword","nw_low","nonword",0.489,FALSE
"1430","1","15","speed","3477","word","very_low","word",0.593,FALSE
"1431","1","15","speed","1737","word","high","word",0.45,FALSE
"1432","1","15","speed","6312","nonword","nw_very_low","nonword",0.495,FALSE
"1433","1","15","speed","3012","word","very_low","word",0.426,FALSE
"1434","1","15","speed","1582","word","high","word",0.431,FALSE
"1435","1","15","speed","6266","nonword","nw_very_low","nonword",0.534,FALSE
"1436","1","15","speed","1499","word","high","word",0.426,FALSE
"1437","1","15","speed","6582","nonword","nw_very_low","nonword",0.426,FALSE
"1438","1","15","speed","2775","word","low","word",0.426,FALSE
"1439","1","15","speed","5245","nonword","nw_low","nonword",0.475,FALSE
"1440","1","15","speed","2299","word","low","word",0.582,FALSE
"1441","1","15","speed","1101","word","high","word",1.39,FALSE
"1442","1","15","speed","3433","word","very_low","word",0.599,FALSE
"1443","1","15","speed","4323","nonword","nw_high","nonword",0.524,FALSE
"1444","1","15","speed","6297","nonword","nw_very_low","nonword",0.549,FALSE
"1445","1","15","speed","4535","nonword","nw_high","nonword",0.568,FALSE
"1446","1","15","speed","4606","nonword","nw_high","nonword",0.471,FALSE
"1447","1","15","speed","1093","word","high","word",0.475,FALSE
"1448","1","15","speed","4550","nonword","nw_high","nonword",0.456,FALSE
"1449","1","15","speed","1457","word","high","word",0.446,FALSE
"1450","1","15","speed","5544","nonword","nw_low","nonword",0.387,FALSE
"1451","1","15","speed","2053","word","low","word",0.505,FALSE
"1452","1","15","speed","5505","nonword","nw_low","nonword",0.533,FALSE
"1453","1","15","speed","2716","word","low","word",0.456,FALSE
"1454","1","15","speed","1555","word","high","word",0.382,FALSE
"1455","1","15","speed","6515","nonword","nw_very_low","nonword",0.485,FALSE
"1456","1","15","speed","4136","nonword","nw_high","word",0.368,FALSE
"1457","1","15","speed","6712","nonword","nw_very_low","nonword",0.436,FALSE
"1458","1","15","speed","5035","nonword","nw_low","nonword",0.509,FALSE
"1459","1","15","speed","4478","nonword","nw_high","nonword",0.45,FALSE
"1460","1","15","speed","5771","nonword","nw_low","nonword",0.431,FALSE
"1461","1","15","speed","3560","word","very_low","word",0.554,FALSE
"1462","1","15","speed","4428","nonword","nw_high","nonword",0.397,FALSE
"1463","1","15","speed","5331","nonword","nw_low","nonword",0.47,FALSE
"1464","1","15","speed","3191","word","very_low","nonword",0.412,FALSE
"1465","1","15","speed","4540","nonword","nw_high","nonword",0.441,FALSE
"1466","1","15","speed","1118","word","high","word",0.563,FALSE
"1467","1","15","speed","5340","nonword","nw_low","nonword",0.417,FALSE
"1468","1","15","speed","1451","word","high","word",0.534,FALSE
"1469","1","15","speed","4036","nonword","nw_high","nonword",0.387,FALSE
"1470","1","15","speed","2050","word","low","word",0.602,FALSE
"1471","1","16","accuracy","2668","word","low","word",1.185,FALSE
"1472","1","16","accuracy","3289","word","very_low","word",0.577,FALSE
"1473","1","16","accuracy","1637","word","high","word",0.402,FALSE
"1474","1","16","accuracy","2395","word","low","word",0.382,FALSE
"1475","1","16","accuracy","4235","nonword","nw_high","nonword",0.494,FALSE
"1476","1","16","accuracy","4699","nonword","nw_high","nonword",0.441,FALSE
"1477","1","16","accuracy","4650","nonword","nw_high","nonword",0.47,FALSE
"1478","1","16","accuracy","2325","word","low","word",0.641,FALSE
"1479","1","16","accuracy","3167","word","very_low","word",0.705,FALSE
"1480","1","16","accuracy","5472","nonword","nw_low","nonword",1.62,FALSE
"1481","1","16","accuracy","5193","nonword","nw_low","nonword",0.578,FALSE
"1482","1","16","accuracy","3565","word","very_low","word",0.465,FALSE
"1483","1","16","accuracy","1741","word","high","word",0.422,FALSE
"1484","1","16","accuracy","4296","nonword","nw_high","nonword",0.446,FALSE
"1485","1","16","accuracy","4679","nonword","nw_high","nonword",0.421,FALSE
"1486","1","16","accuracy","2092","word","low","word",0.544,FALSE
"1487","1","16","accuracy","5445","nonword","nw_low","nonword",0.426,FALSE
"1488","1","16","accuracy","5765","nonword","nw_low","nonword",0.393,FALSE
"1489","1","16","accuracy","5103","nonword","nw_low","nonword",0.451,FALSE
"1490","1","16","accuracy","1474","word","high","word",0.426,FALSE
"1491","1","16","accuracy","4314","nonword","nw_high","nonword",0.622,FALSE
"1492","1","16","accuracy","3444","word","very_low","word",0.593,FALSE
"1493","1","16","accuracy","5314","nonword","nw_low","nonword",0.387,FALSE
"1494","1","16","accuracy","3449","word","very_low","nonword",0.441,FALSE
"1495","1","16","accuracy","3306","word","very_low","word",0.81,FALSE
"1496","1","16","accuracy","1294","word","high","word",0.441,FALSE
"1497","1","16","accuracy","6365","nonword","nw_very_low","nonword",0.504,FALSE
"1498","1","16","accuracy","1730","word","high","word",0.514,FALSE
"1499","1","16","accuracy","2351","word","low","word",0.441,FALSE
"1500","1","16","accuracy","2294","word","low","word",0.45,FALSE
"1501","1","16","accuracy","6353","nonword","nw_very_low","nonword",0.475,FALSE
"1502","1","16","accuracy","1672","word","high","word",0.427,FALSE
"1503","1","16","accuracy","4040","nonword","nw_high","nonword",0.651,FALSE
"1504","1","16","accuracy","3177","word","very_low","word",0.642,FALSE
"1505","1","16","accuracy","1308","word","high","word",0.441,FALSE
"1506","1","16","accuracy","4119","nonword","nw_high","nonword",0.671,FALSE
"1507","1","16","accuracy","6255","nonword","nw_very_low","nonword",0.558,FALSE
"1508","1","16","accuracy","5463","nonword","nw_low","nonword",0.49,FALSE
"1509","1","16","accuracy","4594","nonword","nw_high","nonword",0.529,FALSE
"1510","1","16","accuracy","5664","nonword","nw_low","nonword",0.44,FALSE
"1511","1","16","accuracy","5008","nonword","nw_low","nonword",0.441,FALSE
"1512","1","16","accuracy","6038","nonword","nw_very_low","nonword",0.451,FALSE
"1513","1","16","accuracy","2529","word","low","word",0.543,FALSE
"1514","1","16","accuracy","6697","nonword","nw_very_low","nonword",0.524,FALSE
"1515","1","16","accuracy","6396","nonword","nw_very_low","nonword",0.627,FALSE
"1516","1","16","accuracy","6666","nonword","nw_very_low","nonword",0.45,FALSE
"1517","1","16","accuracy","6457","nonword","nw_very_low","nonword",0.412,FALSE
"1518","1","16","accuracy","3514","word","very_low","nonword",0.548,FALSE
"1519","1","16","accuracy","1201","word","high","word",0.478,FALSE
"1520","1","16","accuracy","4333","nonword","nw_high","nonword",0.632,FALSE
"1521","1","16","accuracy","3718","word","very_low","word",0.495,FALSE
"1522","1","16","accuracy","4704","nonword","nw_high","nonword",0.475,FALSE
"1523","1","16","accuracy","5047","nonword","nw_low","nonword",0.529,FALSE
"1524","1","16","accuracy","2336","word","low","word",0.612,FALSE
"1525","1","16","accuracy","2571","word","low","word",0.5,FALSE
"1526","1","16","accuracy","6171","nonword","nw_very_low","nonword",0.465,FALSE
"1527","1","16","accuracy","4037","nonword","nw_high","nonword",0.472,FALSE
"1528","1","16","accuracy","1259","word","high","word",0.514,FALSE
"1529","1","16","accuracy","6104","nonword","nw_very_low","nonword",0.632,FALSE
"1530","1","16","accuracy","2857","word","low","word",0.719,FALSE
"1531","1","16","accuracy","1634","word","high","word",0.558,FALSE
"1532","1","16","accuracy","3483","word","very_low","word",0.608,FALSE
"1533","1","16","accuracy","6735","nonword","nw_very_low","nonword",0.495,FALSE
"1534","1","16","accuracy","6275","nonword","nw_very_low","nonword",0.402,FALSE
"1535","1","16","accuracy","2525","word","low","word",0.475,FALSE
"1536","1","16","accuracy","1075","word","high","word",0.451,FALSE
"1537","1","16","accuracy","5601","nonword","nw_low","nonword",0.514,FALSE
"1538","1","16","accuracy","1350","word","high","word",0.407,FALSE
"1539","1","16","accuracy","3327","word","very_low","word",0.823,FALSE
"1540","1","16","accuracy","5612","nonword","nw_low","nonword",0.544,FALSE
"1541","1","16","accuracy","3233","word","very_low","nonword",0.559,FALSE
"1542","1","16","accuracy","6222","nonword","nw_very_low","nonword",0.658,FALSE
"1543","1","16","accuracy","2578","word","low","word",0.495,FALSE
"1544","1","16","accuracy","1163","word","high","word",0.538,FALSE
"1545","1","16","accuracy","4554","nonword","nw_high","nonword",0.534,FALSE
"1546","1","16","accuracy","2175","word","low","word",0.505,FALSE
"1547","1","16","accuracy","3074","word","very_low","word",0.461,FALSE
"1548","1","16","accuracy","2850","word","low","word",0.606,FALSE
"1549","1","16","accuracy","4601","nonword","nw_high","nonword",0.553,FALSE
"1550","1","16","accuracy","5855","nonword","nw_low","nonword",0.577,FALSE
"1551","1","16","accuracy","3737","word","very_low","word",0.621,FALSE
"1552","1","16","accuracy","6009","nonword","nw_very_low","nonword",0.553,FALSE
"1553","1","16","accuracy","6498","nonword","nw_very_low","nonword",0.499,FALSE
"1554","1","16","accuracy","5465","nonword","nw_low","nonword",0.51,FALSE
"1555","1","16","accuracy","1150","word","high","word",0.445,FALSE
"1556","1","16","accuracy","1470","word","high","word",0.461,FALSE
"1557","1","16","accuracy","5327","nonword","nw_low","nonword",0.544,FALSE
"1558","1","16","accuracy","3671","word","very_low","word",0.553,FALSE
"1559","1","16","accuracy","2488","word","low","word",0.451,FALSE
"1560","1","16","accuracy","6625","nonword","nw_very_low","nonword",0.475,FALSE
"1561","1","16","accuracy","3657","word","very_low","word",0.533,FALSE
"1562","1","16","accuracy","2422","word","low","word",0.49,FALSE
"1563","1","16","accuracy","1774","word","high","word",0.441,FALSE
"1564","1","16","accuracy","4779","nonword","nw_high","nonword",0.504,FALSE
"1565","1","16","accuracy","5432","nonword","nw_low","nonword",0.666,FALSE
"1566","1","16","accuracy","4795","nonword","nw_high","nonword",0.488,FALSE
"1567","1","17","speed","6349","nonword","nw_very_low","nonword",0.661,FALSE
"1568","1","17","speed","5838","nonword","nw_low","nonword",0.402,FALSE
"1569","1","17","speed","2656","word","low","word",0.476,FALSE
"1570","1","17","speed","1065","word","high","word",0.432,FALSE
"1571","1","17","speed","2113","word","low","nonword",0.484,FALSE
"1572","1","17","speed","5663","nonword","nw_low","nonword",0.881,FALSE
"1573","1","17","speed","6151","nonword","nw_very_low","nonword",0.521,FALSE
"1574","1","17","speed","4348","nonword","nw_high","nonword",0.46,FALSE
"1575","1","17","speed","4450","nonword","nw_high","nonword",0.412,FALSE
"1576","1","17","speed","6610","nonword","nw_very_low","nonword",0.441,FALSE
"1577","1","17","speed","6460","nonword","nw_very_low","nonword",0.676,FALSE
"1578","1","17","speed","2569","word","low","word",0.485,FALSE
"1579","1","17","speed","1798","word","high","word",0.422,FALSE
"1580","1","17","speed","6728","nonword","nw_very_low","nonword",0.494,FALSE
"1581","1","17","speed","1705","word","high","word",0.416,FALSE
"1582","1","17","speed","4600","nonword","nw_high","nonword",0.515,FALSE
"1583","1","17","speed","2683","word","low","word",0.553,FALSE
"1584","1","17","speed","2666","word","low","word",0.421,FALSE
"1585","1","17","speed","3600","word","very_low","word",0.793,FALSE
"1586","1","17","speed","4697","nonword","nw_high","nonword",0.497,FALSE
"1587","1","17","speed","1300","word","high","word",0.446,FALSE
"1588","1","17","speed","5348","nonword","nw_low","nonword",0.494,FALSE
"1589","1","17","speed","4507","nonword","nw_high","nonword",0.735,FALSE
"1590","1","17","speed","1783","word","high","word",0.543,FALSE
"1591","1","17","speed","4586","nonword","nw_high","word",0.412,FALSE
"1592","1","17","speed","3098","word","very_low","nonword",0.524,FALSE
"1593","1","17","speed","4588","nonword","nw_high","nonword",0.48,FALSE
"1594","1","17","speed","3263","word","very_low","word",0.661,FALSE
"1595","1","17","speed","2741","word","low","word",0.549,FALSE
"1596","1","17","speed","2191","word","low","word",0.431,FALSE
"1597","1","17","speed","2627","word","low","word",0.431,FALSE
"1598","1","17","speed","5782","nonword","nw_low","nonword",0.583,FALSE
"1599","1","17","speed","4766","nonword","nw_high","nonword",0.412,FALSE
"1600","1","17","speed","4388","nonword","nw_high","nonword",0.51,FALSE
"1601","1","17","speed","6723","nonword","nw_very_low","nonword",0.401,FALSE
"1602","1","17","speed","5129","nonword","nw_low","nonword",0.461,FALSE
"1603","1","17","speed","6228","nonword","nw_very_low","nonword",0.462,FALSE
"1604","1","17","speed","5430","nonword","nw_low","nonword",0.392,FALSE
"1605","1","17","speed","6286","nonword","nw_very_low","nonword",0.441,FALSE
"1606","1","17","speed","5254","nonword","nw_low","nonword",0.501,FALSE
"1607","1","17","speed","2318","word","low","word",0.455,FALSE
"1608","1","17","speed","5273","nonword","nw_low","nonword",0.505,FALSE
"1609","1","17","speed","6655","nonword","nw_very_low","nonword",0.597,FALSE
"1610","1","17","speed","2518","word","low","word",0.475,FALSE
"1611","1","17","speed","3046","word","very_low","word",0.47,FALSE
"1612","1","17","speed","4722","nonword","nw_high","word",0.862,FALSE
"1613","1","17","speed","1232","word","high","word",0.981,FALSE
"1614","1","17","speed","1537","word","high","word",0.609,FALSE
"1615","1","17","speed","3451","word","very_low","nonword",1.023,FALSE
"1616","1","17","speed","2173","word","low","nonword",0.551,FALSE
"1617","1","17","speed","5223","nonword","nw_low","nonword",0.793,FALSE
"1618","1","17","speed","5218","nonword","nw_low","nonword",0.493,FALSE
"1619","1","17","speed","1018","word","high","word",0.613,FALSE
"1620","1","17","speed","1640","word","high","word",0.5,FALSE
"1621","1","17","speed","5375","nonword","nw_low","nonword",0.534,FALSE
"1622","1","17","speed","3661","word","very_low","word",0.778,FALSE
"1623","1","17","speed","6114","nonword","nw_very_low","nonword",0.517,FALSE
"1624","1","17","speed","3216","word","very_low","nonword",0.45,FALSE
"1625","1","17","speed","5071","nonword","nw_low","nonword",0.51,FALSE
"1626","1","17","speed","6493","nonword","nw_very_low","nonword",0.382,FALSE
"1627","1","17","speed","3123","word","very_low","nonword",0.5,FALSE
"1628","1","17","speed","6586","nonword","nw_very_low","nonword",0.421,FALSE
"1629","1","17","speed","2195","word","low","word",0.906,FALSE
"1630","1","17","speed","2390","word","low","word",0.551,FALSE
"1631","1","17","speed","4116","nonword","nw_high","nonword",0.455,FALSE
"1632","1","17","speed","1731","word","high","word",0.446,FALSE
"1633","1","17","speed","1286","word","high","word",0.411,FALSE
"1634","1","17","speed","1724","word","high","word",0.441,FALSE
"1635","1","17","speed","2413","word","low","nonword",0.651,FALSE
"1636","1","17","speed","5162","nonword","nw_low","word",0.925,FALSE
"1637","1","17","speed","3510","word","very_low","word",0.825,FALSE
"1638","1","17","speed","5593","nonword","nw_low","nonword",0.556,FALSE
"1639","1","17","speed","4712","nonword","nw_high","nonword",0.441,FALSE
"1640","1","17","speed","3676","word","very_low","word",0.631,FALSE
"1641","1","17","speed","5317","nonword","nw_low","nonword",0.417,FALSE
"1642","1","17","speed","3026","word","very_low","word",0.475,FALSE
"1643","1","17","speed","1090","word","high","word",0.49,FALSE
"1644","1","17","speed","3316","word","very_low","word",0.46,FALSE
"1645","1","17","speed","6465","nonword","nw_very_low","nonword",0.505,FALSE
"1646","1","17","speed","5468","nonword","nw_low","nonword",0.47,FALSE
"1647","1","17","speed","1619","word","high","word",0.582,FALSE
"1648","1","17","speed","3102","word","very_low","nonword",0.652,FALSE
"1649","1","17","speed","1620","word","high","word",0.612,FALSE
"1650","1","17","speed","3512","word","very_low","word",0.714,FALSE
"1651","1","17","speed","4251","nonword","nw_high","nonword",0.426,FALSE
"1652","1","17","speed","6487","nonword","nw_very_low","nonword",0.402,FALSE
"1653","1","17","speed","4231","nonword","nw_high","nonword",0.45,FALSE
"1654","1","17","speed","4002","nonword","nw_high","nonword",0.402,FALSE
"1655","1","17","speed","4176","nonword","nw_high","nonword",0.382,FALSE
"1656","1","17","speed","2278","word","low","word",0.631,FALSE
"1657","1","17","speed","6631","nonword","nw_very_low","nonword",0.436,FALSE
"1658","1","17","speed","6618","nonword","nw_very_low","nonword",0.392,FALSE
"1659","1","17","speed","2795","word","low","word",0.504,FALSE
"1660","1","17","speed","3360","word","very_low","word",0.715,FALSE
"1661","1","17","speed","1612","word","high","word",0.431,FALSE
"1662","1","17","speed","3693","word","very_low","nonword",0.426,FALSE
"1663","1","18","accuracy","1467","word","high","word",0.636,FALSE
"1664","1","18","accuracy","2157","word","low","word",0.44,FALSE
"1665","1","18","accuracy","3279","word","very_low","word",0.402,FALSE
"1666","1","18","accuracy","1773","word","high","word",0.676,FALSE
"1667","1","18","accuracy","2339","word","low","word",0.461,FALSE
"1668","1","18","accuracy","2521","word","low","nonword",0.661,FALSE
"1669","1","18","accuracy","4479","nonword","nw_high","nonword",0.629,FALSE
"1670","1","18","accuracy","6442","nonword","nw_very_low","nonword",0.48,FALSE
"1671","1","18","accuracy","1030","word","high","word",0.534,FALSE
"1672","1","18","accuracy","1500","word","high","word",0.49,FALSE
"1673","1","18","accuracy","4049","nonword","nw_high","nonword",0.534,FALSE
"1674","1","18","accuracy","1718","word","high","word",0.524,FALSE
"1675","1","18","accuracy","1654","word","high","word",0.499,FALSE
"1676","1","18","accuracy","6426","nonword","nw_very_low","word",0.558,FALSE
"1677","1","18","accuracy","6090","nonword","nw_very_low","nonword",0.498,FALSE
"1678","1","18","accuracy","2242","word","low","word",0.505,FALSE
"1679","1","18","accuracy","2276","word","low","word",0.705,FALSE
"1680","1","18","accuracy","4173","nonword","nw_high","nonword",0.465,FALSE
"1681","1","18","accuracy","1097","word","high","word",0.524,FALSE
"1682","1","18","accuracy","1476","word","high","word",0.47,FALSE
"1683","1","18","accuracy","6601","nonword","nw_very_low","nonword",0.612,FALSE
"1684","1","18","accuracy","4595","nonword","nw_high","word",1.376,FALSE
"1685","1","18","accuracy","5688","nonword","nw_low","nonword",1.143,FALSE
"1686","1","18","accuracy","6461","nonword","nw_very_low","nonword",0.499,FALSE
"1687","1","18","accuracy","3174","word","very_low","nonword",0.47,FALSE
"1688","1","18","accuracy","5310","nonword","nw_low","word",0.742,FALSE
"1689","1","18","accuracy","1642","word","high","word",0.669,FALSE
"1690","1","18","accuracy","6208","nonword","nw_very_low","nonword",0.641,FALSE
"1691","1","18","accuracy","4618","nonword","nw_high","nonword",0.548,FALSE
"1692","1","18","accuracy","6092","nonword","nw_very_low","nonword",0.441,FALSE
"1693","1","18","accuracy","6701","nonword","nw_very_low","nonword",0.451,FALSE
"1694","1","18","accuracy","5697","nonword","nw_low","nonword",0.451,FALSE
"1695","1","18","accuracy","1460","word","high","word",0.446,FALSE
"1696","1","18","accuracy","5268","nonword","nw_low","nonword",0.544,FALSE
"1697","1","18","accuracy","3672","word","very_low","word",0.661,FALSE
"1698","1","18","accuracy","4745","nonword","nw_high","nonword",0.426,FALSE
"1699","1","18","accuracy","4336","nonword","nw_high","nonword",0.46,FALSE
"1700","1","18","accuracy","1576","word","high","word",0.505,FALSE
"1701","1","18","accuracy","5230","nonword","nw_low","nonword",0.543,FALSE
"1702","1","18","accuracy","3331","word","very_low","word",0.612,FALSE
"1703","1","18","accuracy","2443","word","low","word",0.49,FALSE
"1704","1","18","accuracy","4277","nonword","nw_high","nonword",0.504,FALSE
"1705","1","18","accuracy","6154","nonword","nw_very_low","nonword",0.451,FALSE
"1706","1","18","accuracy","3511","word","very_low","word",0.475,FALSE
"1707","1","18","accuracy","6725","nonword","nw_very_low","nonword",0.495,FALSE
"1708","1","18","accuracy","2353","word","low","word",0.749,FALSE
"1709","1","18","accuracy","5170","nonword","nw_low","nonword",0.573,FALSE
"1710","1","18","accuracy","6411","nonword","nw_very_low","nonword",0.45,FALSE
"1711","1","18","accuracy","6404","nonword","nw_very_low","nonword",0.412,FALSE
"1712","1","18","accuracy","5025","nonword","nw_low","nonword",0.45,FALSE
"1713","1","18","accuracy","4322","nonword","nw_high","nonword",0.5,FALSE
"1714","1","18","accuracy","3599","word","very_low","nonword",0.714,FALSE
"1715","1","18","accuracy","2130","word","low","word",0.752,FALSE
"1716","1","18","accuracy","3110","word","very_low","word",0.725,FALSE
"1717","1","18","accuracy","5400","nonword","nw_low","nonword",0.553,FALSE
"1718","1","18","accuracy","5146","nonword","nw_low","nonword",0.47,FALSE
"1719","1","18","accuracy","5534","nonword","nw_low","nonword",0.421,FALSE
"1720","1","18","accuracy","2639","word","low","word",0.534,FALSE
"1721","1","18","accuracy","4412","nonword","nw_high","nonword",0.445,FALSE
"1722","1","18","accuracy","4128","nonword","nw_high","nonword",0.637,FALSE
"1723","1","18","accuracy","4701","nonword","nw_high","nonword",0.519,FALSE
"1724","1","18","accuracy","3296","word","very_low","word",0.485,FALSE
"1725","1","18","accuracy","3573","word","very_low","word",0.577,FALSE
"1726","1","18","accuracy","6507","nonword","nw_very_low","nonword",0.505,FALSE
"1727","1","18","accuracy","1358","word","high","word",0.514,FALSE
"1728","1","18","accuracy","5212","nonword","nw_low","nonword",0.455,FALSE
"1729","1","18","accuracy","4751","nonword","nw_high","nonword",0.47,FALSE
"1730","1","18","accuracy","1677","word","high","word",0.573,FALSE
"1731","1","18","accuracy","4648","nonword","nw_high","nonword",0.426,FALSE
"1732","1","18","accuracy","2043","word","low","word",0.544,FALSE
"1733","1","18","accuracy","3588","word","very_low","word",0.588,FALSE
"1734","1","18","accuracy","3536","word","very_low","word",0.519,FALSE
"1735","1","18","accuracy","3626","word","very_low","word",0.578,FALSE
"1736","1","18","accuracy","5840","nonword","nw_low","nonword",0.533,FALSE
"1737","1","18","accuracy","2061","word","low","word",0.475,FALSE
"1738","1","18","accuracy","6272","nonword","nw_very_low","nonword",0.74,FALSE
"1739","1","18","accuracy","4633","nonword","nw_high","nonword",0.519,FALSE
"1740","1","18","accuracy","2208","word","low","nonword",0.421,FALSE
"1741","1","18","accuracy","5380","nonword","nw_low","nonword",0.473,FALSE
"1742","1","18","accuracy","3111","word","very_low","word",0.466,FALSE
"1743","1","18","accuracy","6166","nonword","nw_very_low","nonword",1.287,FALSE
"1744","1","18","accuracy","3432","word","very_low","word",0.622,FALSE
"1745","1","18","accuracy","1441","word","high","word",0.695,FALSE
"1746","1","18","accuracy","6064","nonword","nw_very_low","nonword",0.632,FALSE
"1747","1","18","accuracy","3173","word","very_low","word",0.465,FALSE
"1748","1","18","accuracy","5370","nonword","nw_low","nonword",0.396,FALSE
"1749","1","18","accuracy","2312","word","low","word",0.573,FALSE
"1750","1","18","accuracy","2232","word","low","word",0.705,FALSE
"1751","1","18","accuracy","1810","word","high","word",0.48,FALSE
"1752","1","18","accuracy","2836","word","low","word",0.46,FALSE
"1753","1","18","accuracy","1208","word","high","word",0.431,FALSE
"1754","1","18","accuracy","5844","nonword","nw_low","nonword",0.554,FALSE
"1755","1","18","accuracy","4546","nonword","nw_high","nonword",0.597,FALSE
"1756","1","18","accuracy","3393","word","very_low","word",0.592,FALSE
"1757","1","18","accuracy","5595","nonword","nw_low","nonword",0.446,FALSE
"1758","1","18","accuracy","2821","word","low","nonword",0.46,FALSE
"1759","1","19","speed","6030","nonword","nw_very_low","nonword",0.983,FALSE
"1760","1","19","speed","1587","word","high","word",0.586,FALSE
"1761","1","19","speed","1453","word","high","word",0.382,FALSE
"1762","1","19","speed","4285","nonword","nw_high","nonword",0.583,FALSE
"1763","1","19","speed","2704","word","low","word",0.407,FALSE
"1764","1","19","speed","6544","nonword","nw_very_low","nonword",0.475,FALSE
"1765","1","19","speed","6158","nonword","nw_very_low","nonword",0.509,FALSE
"1766","1","19","speed","6662","nonword","nw_very_low","nonword",0.45,FALSE
"1767","1","19","speed","4309","nonword","nw_high","nonword",0.421,FALSE
"1768","1","19","speed","4514","nonword","nw_high","nonword",0.382,FALSE
"1769","1","19","speed","5797","nonword","nw_low","nonword",0.402,FALSE
"1770","1","19","speed","5171","nonword","nw_low","nonword",0.44,FALSE
"1771","1","19","speed","1252","word","high","word",0.515,FALSE
"1772","1","19","speed","1544","word","high","word",0.461,FALSE
"1773","1","19","speed","6551","nonword","nw_very_low","nonword",0.534,FALSE
"1774","1","19","speed","2486","word","low","nonword",0.412,FALSE
"1775","1","19","speed","1027","word","high","word",0.504,FALSE
"1776","1","19","speed","5167","nonword","nw_low","nonword",0.505,FALSE
"1777","1","19","speed","4765","nonword","nw_high","nonword",0.411,FALSE
"1778","1","19","speed","2397","word","low","nonword",0.431,FALSE
"1779","1","19","speed","5619","nonword","nw_low","nonword",0.724,FALSE
"1780","1","19","speed","2823","word","low","word",0.652,FALSE
"1781","1","19","speed","3703","word","very_low","word",0.607,FALSE
"1782","1","19","speed","5341","nonword","nw_low","nonword",0.484,FALSE
"1783","1","19","speed","5347","nonword","nw_low","nonword",0.392,FALSE
"1784","1","19","speed","2745","word","low","word",0.7,FALSE
"1785","1","19","speed","4135","nonword","nw_high","nonword",0.436,FALSE
"1786","1","19","speed","3059","word","very_low","word",0.426,FALSE
"1787","1","19","speed","4432","nonword","nw_high","nonword",0.485,FALSE
"1788","1","19","speed","6663","nonword","nw_very_low","nonword",0.401,FALSE
"1789","1","19","speed","1011","word","high","word",0.436,FALSE
"1790","1","19","speed","5145","nonword","nw_low","nonword",0.456,FALSE
"1791","1","19","speed","1061","word","high","word",0.466,FALSE
"1792","1","19","speed","6709","nonword","nw_very_low","nonword",0.612,FALSE
"1793","1","19","speed","1302","word","high","word",0.416,FALSE
